load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement,Time (s),Load (N)
2.0,-3896.0,-56.47,717.5,2.0,2.0,-3896.0,0.0,0.0,0.0,0.0
3.0,-3396.0,-50.22,718.0,2.0,2.0,-3396.0,6.25,0.5,0.544898283,0.061291546
4.0,-2896.0,-33.72,718.5,2.0,2.0,-2896.0,22.75,1.0,1.090200018,0.22310126
5.0,-2396.0,-20.0,719.0,2.0,2.0,-2396.0,36.47,1.5,1.638019388,0.35764852
6.0,-1896.0,5.28,719.5,2.0,2.0,-1896.0,61.75,2.0,2.1826567700000004,0.6055606
7.0,-1396.0,32.77,720.0,2.0,2.0,-1396.0,89.240005,2.5,2.727455587,0.87514544
8.0,-896.0,53.74,720.5,2.0,2.0,-896.0,110.21001,3.0,3.272548837,1.0807909
9.0,-396.0,79.33,721.0,2.0,2.0,-396.0,135.8,3.5,3.817665615,1.331743
10.0,104.0,101.53,721.5,2.0,2.0,104.0,158.0,4.0,4.362400663,1.5494506
11.0,604.0,120.99,722.0,2.0,2.0,604.0,177.45999,4.5,4.910464342,1.740288
12.0,1104.0,123.08,722.5,2.0,2.0,1104.0,179.55,5.0,5.455447717,1.760784
13.0,1604.0,133.54,723.0,2.0,2.0,1604.0,190.01,5.5,5.999897512,1.8633615
14.0,2104.0,137.17,723.5,2.0,2.0,2104.0,193.64,6.0,6.546016141000001,1.8989596
15.0,2604.0,147.89,724.0,2.0,2.0,2604.0,204.36,6.5,7.093597624,2.004087
16.0,3104.0,155.92,724.5,2.0,2.0,3104.0,212.39,7.0,7.638199889000001,2.0828342
17.0,3604.0,159.06,725.0,2.0,2.0,3604.0,215.53,7.5,8.18325504,2.1136272
18.0,4104.0,172.32,725.5,2.0,2.0,4104.0,228.79001,8.0,8.728105275,2.2436633
19.0,4604.0,174.81,726.0,2.0,2.0,4604.0,231.28,8.5,9.273125433,2.268082
20.0,5104.0,189.81,726.5,2.0,2.0,5104.0,246.28,9.0,9.821852212000001,2.4151816
21.0,5604.0,196.23,727.0,2.0,2.0,5604.0,252.7,9.5,10.3656085,2.4781404
22.0,6104.0,197.24,727.5,2.0,2.0,6104.0,253.71,10.0,10.911400239,2.4880452
23.0,6604.0,205.63,728.0,2.0,2.0,6604.0,262.1,10.5,11.45600274,2.570323
24.0,7104.0,212.26,728.5,2.0,2.0,7104.0,268.72998,11.0,12.000199862,2.635341
25.0,7604.0,219.28,729.0,2.0,2.0,7604.0,275.75,11.5,12.549254347000002,2.7041836
26.0,8104.0,229.82,729.5,2.0,2.0,8104.0,286.29,12.0,13.094104229000001,2.807546
27.0,8604.0,233.23,730.0,2.0,2.0,8604.0,289.7,12.5,13.638974110000001,2.8409865
28.0,9104.0,237.02,730.5,2.0,2.0,9104.0,293.49,13.0,14.18399497,2.8781536
29.0,9604.0,250.67,731.0,2.0,2.0,9604.0,307.14,13.5,14.732248271000001,3.0120144
30.0,10104.0,257.45,731.5,2.0,2.0,10104.0,313.92,14.0,15.277315046000002,3.0785036
31.0,10604.0,263.44,732.0,2.0,2.0,10604.0,319.91,14.5,15.822078819000001,3.1372454
32.0,11104.0,271.33,732.5,2.0,2.0,11104.0,327.8,15.0,16.367194793,3.2146196
33.0,11604.0,275.04,733.0,2.0,2.0,11604.0,331.51,15.5,16.91190384,3.2510026
34.0,12104.0,284.91,733.5,2.0,2.0,12104.0,341.38,16.0,17.460106279,3.347794
35.0,12604.0,308.92,734.0,2.0,2.0,12604.0,365.39,16.5,18.004545412000002,3.583252
36.0,13104.0,336.8,734.5,2.0,2.0,13104.0,393.27,17.0,18.550189221,3.856661
37.0,13604.0,366.06,735.0,2.0,2.0,13604.0,422.53,17.5,19.094756485,4.143604
38.0,14104.0,390.47,735.5,2.0,2.0,14104.0,446.94,18.0,19.643199192,4.382984
39.0,14604.0,423.15,736.0,2.0,2.0,14604.0,479.62,18.5,20.188033458,4.7034655
40.0,15104.0,457.12,736.5,2.0,2.0,15104.0,513.58997,19.0,20.732870187,5.0365973
