load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement,Time (s),Load (N)
2.0,-32504.0,73.98,885.5,2.0,2.0,-32504.0,0.0,0.0,0.0,0.0
3.0,-32004.0,156.69,886.0,2.0,2.0,-32004.0,82.71,0.5,0.544833831,0.81110793
4.0,-31504.0,219.22,886.5,2.0,2.0,-31504.0,145.23999,1.0,1.093415229,1.4243178
5.0,-31004.0,276.09,887.0,2.0,2.0,-31004.0,202.10999,1.5,1.639125906,1.9820218
6.0,-30504.0,317.16,887.5,2.0,2.0,-30504.0,243.18,2.0,2.18380742,2.3847811
7.0,-30004.0,378.14,888.0,2.0,2.0,-30004.0,304.16,2.5,2.728606176,2.9827907
8.0,-29504.0,426.96,888.5,2.0,2.0,-29504.0,352.97998,3.0,3.276934486,3.461551
9.0,-29004.0,474.96,889.0,2.0,2.0,-29004.0,400.97998,3.5,3.821465224,3.9322703
10.0,-28504.0,525.19,889.5,2.0,2.0,-28504.0,451.21,4.0,4.3668516870000005,4.4248586
11.0,-28004.0,575.35,890.0,2.0,2.0,-28004.0,501.36996,4.5,4.911737975,4.91676
12.0,-27504.0,625.26,890.5,2.0,2.0,-27504.0,551.28,5.0,5.456762877,5.40621
13.0,-27004.0,689.05,891.0,2.0,2.0,-27004.0,615.07,5.5,6.00507446,6.031776
14.0,-26504.0,728.45,891.5,2.0,2.0,-26504.0,654.47003,6.0,6.549983818,6.4181585
15.0,-26004.0,771.84,892.0,2.0,2.0,-26004.0,697.86005,6.5,7.094891422000001,6.843669
16.0,-25504.0,818.51,892.5,2.0,2.0,-25504.0,744.53,7.0,7.639368924,7.3013453
17.0,-25004.0,864.8,893.0,2.0,2.0,-25004.0,790.82,7.5,8.188250474,7.7552943
18.0,-24504.0,913.46,893.5,2.0,2.0,-24504.0,839.48004,8.0,8.732987713,8.232486
19.0,-24004.0,955.06,894.0,2.0,2.0,-24004.0,881.08,8.5,9.277777405,8.640443
20.0,-23504.0,991.36,894.5,2.0,2.0,-23504.0,917.38,9.0,9.822022767,8.996424
21.0,-23004.0,1048.21,895.0,2.0,2.0,-23004.0,974.23,9.5,10.371154186,9.553931
