Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
2.0,30212.0,18.17,0.0,900,0.17818683050000003
3.0,30712.0,29.64,0.5,900,0.290669106
4.0,31212.0,5.52,1.0,900,0.054132707999999995
5.0,31712.0,18.76,1.5,900,0.18397275400000002
6.0,32212.0,58.19,2.0,900,0.5706489634999999
7.0,32712.0,53.87,2.5,900,0.5282842355
8.0,-32324.0,122.08,3.0,900,1.197195832
9.0,-31824.0,169.4,3.5,900,1.66124651
10.0,-31324.0,158.73,4.0,900,1.5566095544999998
11.0,-30824.0,228.84,4.5,900,2.244153786
12.0,-30324.0,242.26,5.0,900,2.375759029
13.0,-29824.0,257.44,5.5,900,2.524623976
14.0,-29324.0,281.67,6.0,900,2.7622391055000004
15.0,-28824.0,265.46,6.5,900,2.603273309
16.0,-28324.0,293.08,7.0,900,2.874132982
17.0,-27824.0,351.65,7.5,900,3.4485084725
18.0,-27324.0,404.03,8.0,900,3.9621807994999996
19.0,-26824.0,411.74,8.5,900,4.037790071
20.0,-26324.0,439.77,9.0,900,4.3126704705
21.0,-25824.0,478.02,9.5,900,4.687774833
22.0,-25324.0,488.05,10.0,900,4.7861355325
23.0,-24824.0,484.27,10.5,900,4.7490663955
24.0,-24324.0,462.44,11.0,900,4.534987226
25.0,-23824.0,511.51,11.5,900,5.0161995415
26.0,-23324.0,548.03,12.0,900,5.3743383995
27.0,-22824.0,613.8,12.5,900,6.0193217699999995
28.0,-22324.0,647.09,13.0,900,6.3457851485
29.0,-21824.0,665.6,13.5,900,6.527306240000001
30.0,-21324.0,682.71,14.0,900,6.695098021500001
31.0,-20824.0,720.61,14.5,900,7.0667700565
32.0,-20324.0,719.53,15.0,900,7.0561788745
33.0,-19824.0,754.14,15.5,900,7.395587031
34.0,-19324.0,768.1,16.0,900,7.532487865
35.0,-18824.0,785.06,16.5,900,7.698808648999999
36.0,-18324.0,797.18,17.0,900,7.817665247
37.0,-17824.0,795.01,17.5,900,7.7963848165
38.0,-17324.0,805.3,18.0,900,7.897295245
39.0,-16824.0,747.77,18.5,900,7.3331186705
40.0,-16324.0,837.07,19.0,900,8.2088525155
41.0,-15824.0,850.43,19.5,900,8.3398693595
42.0,-15324.0,844.02,20.0,900,8.277008733
43.0,-14824.0,861.05,20.5,900,8.4440159825
44.0,-14324.0,926.22,21.0,900,9.083115363000001
45.0,-13824.0,935.73,21.5,900,9.1763766045
46.0,-13324.0,894.67,22.0,900,8.773715555499999
47.0,-12824.0,874.82,22.5,900,8.579053553000001
48.0,-12324.0,905.55,23.0,900,8.8804119075
49.0,-11824.0,914.17,23.5,900,8.9649452305
50.0,-11324.0,991.61,24.0,900,9.7243722065
51.0,-10824.0,1027.32,24.5,900,10.074567678
