Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
13.0,6000.0,0.58,0.0,730,0.005687856999999999
14.0,6500.0,4.97,0.5,730,0.0487390505
15.0,7000.0,7.95,1.0,730,0.0779628675
16.0,7500.0,9.18,1.5,730,0.090025047
17.0,8000.0,14.76,2.0,730,0.144746154
18.0,8500.0,16.37,2.5,730,0.16053486050000002
19.0,9000.0,22.32,3.0,730,0.218884428
20.0,9500.0,24.31,3.5,730,0.2383996615
21.0,10000.0,28.38,4.0,730,0.278312727
22.0,10500.0,32.32,4.5,730,0.316950928
23.0,11000.0,39.73,5.0,730,0.38961820449999995
24.0,11500.0,38.33,5.5,730,0.37588889449999996
25.0,12000.0,43.33,6.0,730,0.4249221445
26.0,12500.0,49.01,6.5,730,0.48062391649999997
27.0,13000.0,52.51,7.0,730,0.5149471915
28.0,13500.0,59.81,7.5,730,0.5865357365
29.0,14000.0,66.66,8.0,730,0.653711289
30.0,14500.0,72.27,8.5,730,0.7087265955
31.0,15000.0,70.99,9.0,730,0.6961740835
32.0,15500.0,79.08,9.5,730,0.775509882
33.0,16000.0,82.02,10.0,730,0.8043414329999999
34.0,16500.0,86.96,10.5,730,0.8527862839999999
35.0,17000.0,91.38,11.0,730,0.896131677
36.0,17500.0,97.62,11.5,730,0.9573251730000001
37.0,18000.0,107.22,12.0,730,1.051469013
38.0,18500.0,114.78,12.5,730,1.125607287
39.0,19000.0,118.27,13.0,730,1.1598324955
40.0,19500.0,122.34,13.5,730,1.199745561
41.0,20000.0,130.79,14.0,730,1.2826117535
42.0,20500.0,138.61,14.5,730,1.3592997565000002
43.0,21000.0,143.48,15.0,730,1.407058142
44.0,21500.0,149.48,15.5,730,1.4658980419999998
45.0,22000.0,151.93,16.0,730,1.4899243345000002
46.0,22500.0,156.93,16.5,730,1.5389575845
47.0,23000.0,168.79,17.0,730,1.6552644534999998
48.0,23500.0,176.9,17.5,730,1.734796385
49.0,24000.0,171.93,18.0,730,1.6860573345
50.0,24500.0,181.37,18.5,730,1.7786321105
51.0,25000.0,182.3,19.0,730,1.7877522950000002
52.0,25500.0,184.61,19.5,730,1.8104056565000002
53.0,26000.0,200.43,20.0,730,1.9655468595
54.0,26500.0,200.89,20.5,730,1.9700579184999998
55.0,27000.0,205.74,21.0,730,2.017620171
56.0,27500.0,210.46,21.5,730,2.063907559
57.0,28000.0,220.19,22.0,730,2.1593262635
58.0,28500.0,224.44,22.5,730,2.201004526
59.0,29000.0,236.71,23.0,730,2.3213321215000002
60.0,29500.0,238.59,23.5,730,2.3397686235
61.0,30000.0,240.31,24.0,730,2.3566360615
62.0,30500.0,249.09,24.5,730,2.4427384485
63.0,31000.0,257.29,25.0,730,2.5231529785
64.0,31500.0,267.43,25.5,730,2.6225924095
65.0,32000.0,272.08,26.0,730,2.668193332
66.0,32500.0,278.5,26.5,730,2.731152025
67.0,-32536.0,284.63,27.0,730,2.7912667895
68.0,-32036.0,299.08,27.5,730,2.932972882
69.0,-31536.0,315.06,28.0,730,3.089683149
70.0,-31036.0,315.71,28.5,730,3.0960574715
71.0,-30536.0,313.74,29.0,730,3.0767383710000002
72.0,-30036.0,328.37,29.5,730,3.2202096605
73.0,-29536.0,331.38,30.0,730,3.249727677
74.0,-29036.0,353.07,30.5,730,3.4624339155
75.0,-28536.0,365.37,31.0,730,3.5830557105
76.0,-28036.0,372.62,31.5,730,3.654153923
77.0,-27536.0,372.65,32.0,730,3.6544481225
78.0,-27036.0,380.32,32.5,730,3.729665128
79.0,-26536.0,388.36,33.0,730,3.8085105940000004
80.0,-26036.0,395.15,33.5,730,3.8750977475
81.0,-25536.0,403.5,34.0,730,3.9569832750000002
82.0,-25036.0,410.27,34.5,730,4.0233742955
83.0,-24536.0,417.14,35.0,730,4.0907459809999995
84.0,-24036.0,422.14,35.5,730,4.139779231
85.0,-23536.0,431.97,36.0,730,4.236178600500001
86.0,-23036.0,440.76,36.5,730,4.322379054
87.0,-22536.0,446.31,37.0,730,4.3768059615
88.0,-22036.0,453.71,37.5,730,4.4493751715
89.0,-21536.0,461.01,38.0,730,4.5209637165
