Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
50.0,2748.0,0.74,0.0,930,0.007256921
51.0,3248.0,0.58,0.5,930,0.005687856999999999
52.0,3748.0,1.75,1.0,930,0.0171616375
53.0,4248.0,4.7,1.5,930,0.046091255000000005
54.0,4748.0,3.47,2.0,930,0.034029075500000006
55.0,5248.0,4.17,2.5,930,0.0408937305
56.0,5748.0,5.64,3.0,930,0.055309505999999994
57.0,6248.0,6.9,3.5,930,0.06766588500000001
58.0,6748.0,6.48,4.0,930,0.063547092
59.0,7248.0,7.73,4.5,930,0.0758054045
60.0,7748.0,10.3,5.0,930,0.101008495
61.0,8248.0,11.18,5.5,930,0.109638347
62.0,8748.0,11.97,6.0,930,0.1173856005
63.0,9248.0,14.33,6.5,930,0.1405292945
64.0,9748.0,16.54,7.0,930,0.162201991
65.0,10248.0,18.53,7.5,930,0.18171722450000002
66.0,10748.0,18.49,8.0,930,0.1813249585
67.0,11248.0,19.16,8.5,930,0.187895414
68.0,11748.0,22.04,9.0,930,0.216138566
69.0,12248.0,23.0,9.5,930,0.22555295
70.0,12748.0,21.8,10.0,930,0.21378497000000002
71.0,13248.0,20.06,10.5,930,0.196721399
72.0,13748.0,22.02,11.0,930,0.215942433
73.0,14248.0,23.7,11.5,930,0.232417605
74.0,14748.0,23.32,12.0,930,0.228691078
75.0,15248.0,25.68,12.5,930,0.251834772
76.0,15748.0,25.93,13.0,930,0.2542864345
77.0,16248.0,27.85,13.5,930,0.27311520250000004
78.0,16748.0,28.03,14.0,930,0.27488039950000004
79.0,17248.0,29.16,14.5,930,0.285961914
80.0,17748.0,33.92,15.0,930,0.332641568
81.0,18248.0,36.48,15.5,930,0.357746592
82.0,18748.0,35.53,16.0,930,0.3484302745
83.0,19248.0,30.45,16.5,930,0.2986124925
84.0,19748.0,32.78,17.0,930,0.321461987
85.0,20248.0,34.01,17.5,930,0.3335241665
86.0,20748.0,34.04,18.0,930,0.333818366
87.0,21248.0,35.18,18.5,930,0.344997947
88.0,21748.0,36.74,19.0,930,0.36029632100000003
89.0,22248.0,38.23,19.5,930,0.37490822949999997
