load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement,Time (s),Load (N)
2.0,-14288.0,-36.94,510.5,2.0,2.0,-14288.0,0.0,0.0,0.0,0.0
3.0,-13788.0,-36.4,511.0,2.0,2.0,-13788.0,0.5399971,0.5,0.54485412,0.0052955747
4.0,-13288.0,-35.26,511.5,2.0,2.0,-13288.0,1.6800003,1.0,1.0898875080000001,0.01647517
5.0,-12788.0,-32.49,512.0,2.0,2.0,-12788.0,4.449997,1.5,1.6347299670000002,0.04363957
6.0,-12288.0,-37.17,512.5,2.0,2.0,-12288.0,-0.22999954,2.0,2.182752539,-0.0022555292
7.0,-11788.0,-37.49,513.0,2.0,2.0,-11788.0,-0.55000305,2.5,2.72786785,-0.005393684
8.0,-11288.0,-38.92,513.5,2.0,2.0,-11288.0,-1.9799995,3.0,3.272862678,-0.019417167
9.0,-10788.0,-31.23,514.0,2.0,2.0,-10788.0,5.709999,3.5,3.817714225,0.05599597
10.0,-10288.0,-8.9,514.5,2.0,2.0,-10288.0,28.039999,4.0,4.362480445,0.27497846
11.0,-9788.0,-6.43,515.0,2.0,2.0,-9788.0,30.509998,4.5,4.910756746000001,0.29920086
12.0,-9288.0,15.74,515.5,2.0,2.0,-9288.0,52.68,5.0,5.455657831,0.5166143
13.0,-8788.0,24.6,516.0,2.0,2.0,-8788.0,61.54,5.5,6.000560862,0.6035012
14.0,-8288.0,29.85,516.5,2.0,2.0,-8288.0,66.79,6.0,6.5456983520000005,0.65498614
15.0,-7788.0,35.1,517.0,2.0,2.0,-7788.0,72.03999,6.5,7.090598936,0.706471
16.0,-7288.0,46.58,517.5,2.0,2.0,-7288.0,83.520004,7.0,7.638739393000001,0.8190514
17.0,-6788.0,63.41,518.0,2.0,2.0,-6788.0,100.35,7.5,8.183753785,0.98409724
18.0,-6288.0,75.68,518.5,2.0,2.0,-6288.0,112.619995,8.0,8.728456637,1.1044248
19.0,-5788.0,82.45,519.0,2.0,2.0,-5788.0,119.39,8.5,9.273501414,1.1708158
