load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement,Time (s),Load (N)
12.0,-32396.0,-13.78,689.0,2.0,2.0,-32396.0,0.0,0.0,5.4552341360000005,0.0
13.0,-31896.0,18.94,689.5,2.0,2.0,-31896.0,32.72,0.5,6.000644687,0.3208736
14.0,-31396.0,51.47,690.0,2.0,2.0,-31396.0,65.25,1.0,6.545565239,0.63988394
15.0,-30896.0,88.55,690.5,2.0,2.0,-30896.0,102.33,1.5,7.089877986,1.0035145
16.0,-30396.0,123.97,691.0,2.0,2.0,-30396.0,137.75,2.0,7.638772118,1.3508661
17.0,-29896.0,161.01,691.5,2.0,2.0,-29896.0,174.79,2.5,8.183681383,1.7141043
18.0,-29396.0,184.57,692.0,2.0,2.0,-29396.0,198.35,3.0,8.728593496,1.9451491
19.0,-28896.0,201.77,692.5,2.0,2.0,-28896.0,215.55,3.5,9.273656631,2.1138234
20.0,-28396.0,221.7,693.0,2.0,2.0,-28396.0,235.48,4.0,9.821827961,2.30927
21.0,-27896.0,232.48,693.5,2.0,2.0,-27896.0,246.26,4.5,10.366727435000001,2.4149857
22.0,-27396.0,240.48,694.0,2.0,2.0,-27396.0,254.26,5.0,10.911455492,2.4934387
23.0,-26896.0,237.6,694.5,2.0,2.0,-26896.0,251.38,5.5,11.455737534,2.4651957
24.0,-26396.0,248.61,695.0,2.0,2.0,-26396.0,262.39,6.0,12.001521344,2.5731668
25.0,-25896.0,258.28,695.5,2.0,2.0,-25896.0,272.06,6.5,12.549657414,2.6679971
26.0,-25396.0,266.07,696.0,2.0,2.0,-25396.0,279.85,7.0,13.094637451,2.744391
27.0,-24896.0,275.72,696.5,2.0,2.0,-24896.0,289.5,7.5,13.639313726000001,2.839025
28.0,-24396.0,285.34,697.0,2.0,2.0,-24396.0,299.12,8.0,14.184439741,2.933365
29.0,-23896.0,293.61,697.5,2.0,2.0,-23896.0,307.38998,8.5,14.732761300000002,3.014466
30.0,-23396.0,307.45,698.0,2.0,2.0,-23396.0,321.23,9.0,15.277720579,3.1501904
31.0,-22896.0,321.13,698.5,2.0,2.0,-22896.0,334.91,9.5,15.822726557000001,3.2843451
32.0,-22396.0,340.86,699.0,2.0,2.0,-22396.0,354.63998,10.0,16.367477699000002,3.4778302
33.0,-21896.0,341.06,699.5,2.0,2.0,-21896.0,354.84,10.5,16.912312505000003,3.4797916
34.0,-21396.0,358.87,700.0,2.0,2.0,-21396.0,372.65,11.0,17.460317457000002,3.654448
35.0,-20896.0,365.57,700.5,2.0,2.0,-20896.0,379.35,11.5,18.005674224,3.7201526
36.0,-20396.0,375.94,701.0,2.0,2.0,-20396.0,389.72,12.0,18.550331604,3.8218477
37.0,-19896.0,372.14,701.5,2.0,2.0,-19896.0,385.92,12.5,19.095351141000002,3.7845824
38.0,-19396.0,382.62,702.0,2.0,2.0,-19396.0,396.4,13.0,19.647834246000002,3.887356
