load_cell_field_0,load_cell_field_1,load_cell_field_2,load_cell_field_3,load_cell_field_4,load_cell_field_5,load_cell_timestamp,load_cell_reading,actuator_displacement,Time (s),Load (N)
5.0,12352.0,21.0,1192.5,2.0,2.0,12352.0,0.0,0.0,1.637997565,0.0
6.0,12852.0,35.67,1193.0,2.0,2.0,12852.0,14.669998,0.5,2.1828752380000003,0.14386353
7.0,13352.0,60.04,1193.5,2.0,2.0,13352.0,39.04,1.0,2.727854852,0.3828516
8.0,13852.0,71.17,1194.0,2.0,2.0,13852.0,50.17,1.5,3.276334884,0.49199957
9.0,14352.0,79.31,1194.5,2.0,2.0,14352.0,58.309998,2.0,3.821322798,0.57182574
10.0,14852.0,94.19,1195.0,2.0,2.0,14852.0,73.19,2.5,4.366043727,0.7177487
11.0,15352.0,107.53,1195.5,2.0,2.0,15352.0,86.53,3.0,4.910895062000001,0.8485694
12.0,15852.0,116.64,1196.0,2.0,2.0,15852.0,95.64,3.5,5.459334406,0.93790793
13.0,16352.0,126.81,1196.5,2.0,2.0,16352.0,105.81,4.0,6.003928365,1.0376415
14.0,16852.0,148.2,1197.0,2.0,2.0,16852.0,127.2,4.5,6.549353663000001,1.2474058
15.0,17352.0,160.68,1197.5,2.0,2.0,17352.0,139.68,5.0,7.094078416,1.3697928
16.0,17852.0,168.32,1198.0,2.0,2.0,17852.0,147.32,5.5,7.6425597960000005,1.4447157
17.0,18352.0,180.47,1198.5,2.0,2.0,18352.0,159.47,6.0,8.187292095,1.5638665
18.0,18852.0,196.45,1199.0,2.0,2.0,18852.0,175.45,6.5,8.732372960000001,1.7205766
19.0,19352.0,205.11,1199.5,2.0,2.0,19352.0,184.11,7.0,9.277067752,1.8055023
20.0,19852.0,212.88,1200.0,2.0,2.0,19852.0,191.88,7.5,9.825212522000001,1.8816999
21.0,20352.0,226.83,1200.5,2.0,2.0,20352.0,205.83,8.0,10.370405299000002,2.0185027
22.0,20852.0,240.68,1201.0,2.0,2.0,20852.0,219.68,8.5,10.915245485,2.1543245
23.0,21352.0,257.18,1201.5,2.0,2.0,21352.0,236.18,9.0,11.460298012,2.3161345
24.0,21852.0,271.33,1202.0,2.0,2.0,21852.0,250.32999,9.5,12.008449727,2.4548984
25.0,22352.0,281.15,1202.5,2.0,2.0,22352.0,260.15,10.0,12.553485532000002,2.5512
26.0,22852.0,284.76,1203.0,2.0,2.0,22852.0,263.76,10.5,13.098006066,2.5866022
27.0,23352.0,301.13,1203.5,2.0,2.0,23352.0,280.13,11.0,13.642790714,2.747137
28.0,23852.0,308.68,1204.0,2.0,2.0,23852.0,287.68,11.5,14.191619313,2.821177
29.0,24352.0,309.3,1204.5,2.0,2.0,24352.0,288.3,12.0,14.736833524000001,2.8272572
