Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
21.0,16892.0,9.41,0.0,795,0.0922805765
22.0,17392.0,20.42,0.5,795,0.200251793
23.0,17892.0,30.21,1.0,795,0.29625889650000004
24.0,18392.0,41.71,1.5,795,0.4090353715
25.0,18892.0,51.55,2.0,795,0.5055328075
26.0,19392.0,61.33,2.5,795,0.6014418444999999
27.0,19892.0,71.02,3.0,795,0.696468283
28.0,20392.0,83.36,3.5,795,0.817482344
29.0,20892.0,95.12,4.0,795,0.932808548
30.0,21392.0,106.6,4.5,795,1.04538889
31.0,21892.0,118.11,5.0,795,1.1582634315
32.0,22392.0,131.4,5.5,795,1.28859381
33.0,22892.0,144.01,6.0,795,1.4122556665
34.0,23392.0,157.03,6.5,795,1.5399382495
35.0,23892.0,165.54,7.0,795,1.623392841
36.0,24392.0,176.21,7.5,795,1.7280297965
37.0,24892.0,181.38,8.0,795,1.778730177
38.0,25392.0,189.89,8.5,795,1.8621847685
39.0,25892.0,199.76,9.0,795,1.958976404
40.0,26392.0,207.27,9.5,795,2.0326243455
41.0,26892.0,217.85,10.0,795,2.1363787025
42.0,27392.0,226.79,10.5,795,2.2240501535
43.0,27892.0,237.5,11.0,795,2.329079375
44.0,28392.0,247.98,11.5,795,2.431853067
45.0,28892.0,256.12,12.0,795,2.511679198
46.0,29392.0,267.53,12.5,795,2.6235730745
47.0,29892.0,279.31,13.0,795,2.7390954115
48.0,30392.0,288.32,13.5,795,2.827453328
49.0,30892.0,298.59,14.0,795,2.9281676235
50.0,31392.0,310.35,14.5,795,3.0434938275000003
51.0,31892.0,320.79,15.0,795,3.1458752535000003
52.0,32392.0,328.04,15.5,795,3.2169734660000002
53.0,-32644.0,337.76,16.0,795,3.312294104
54.0,-32144.0,349.33,16.5,795,3.4257570445
55.0,-31644.0,358.3,17.0,795,3.5137226950000002
56.0,-31144.0,369.71,17.5,795,3.6256165714999997
57.0,-30644.0,377.76,18.0,795,3.704560104
58.0,-30144.0,389.67,18.5,795,3.8213573055000003
59.0,-29644.0,401.36,19.0,795,3.935997044
60.0,-29144.0,412.2,19.5,795,4.04230113
61.0,-28644.0,422.24,20.0,795,4.1407598960000005
62.0,-28144.0,430.4,20.5,795,4.22078216
63.0,-27644.0,441.84,21.0,795,4.3329702359999995
64.0,-27144.0,445.27,21.5,795,4.3666070454999995
65.0,-26644.0,457.18,22.0,795,4.483404247
66.0,-26144.0,468.36,22.5,795,4.593042594
67.0,-25644.0,478.48,23.0,795,4.692285892
68.0,-25144.0,489.61,23.5,795,4.8014339065
69.0,-24644.0,500.35,24.0,795,4.9067573275
70.0,-24144.0,510.52,24.5,795,5.006490958
71.0,-23644.0,516.33,25.0,795,5.0634675945000005
72.0,-23144.0,528.47,25.5,795,5.1825203255000005
73.0,-22644.0,538.79,26.0,795,5.283724953499999
74.0,-22144.0,549.0,26.5,795,5.38385085
75.0,-21644.0,560.56,27.0,795,5.497215723999999
76.0,-21144.0,570.7,27.5,795,5.5966551550000005
77.0,-20644.0,583.9,28.0,795,5.726102935
78.0,-20144.0,594.79,28.5,795,5.8328973535
79.0,-19644.0,602.76,29.0,795,5.911056354
80.0,-19144.0,615.8,29.5,795,6.03893507
81.0,-18644.0,627.83,30.0,795,6.1569090695
82.0,-18144.0,639.15,30.5,795,6.2679203475
83.0,-17644.0,650.87,31.0,795,6.3828542855
84.0,-17144.0,662.01,31.5,795,6.4921003665
85.0,-16644.0,674.67,32.0,795,6.6162525555
86.0,-16144.0,685.84,32.5,795,6.725792836
87.0,-15644.0,696.48,33.0,795,6.830135592
88.0,-15144.0,709.15,33.5,795,6.9543858475
89.0,-14644.0,722.36,34.0,795,7.083931694
