Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
3.0,-14540.0,12.19,0.0,720,0.0
4.0,-14040.0,28.78,0.5,720,0.1626923235
5.0,-13540.0,48.12,1.0,720,0.3523529345
6.0,-13040.0,50.34,1.5,720,0.3741236975000001
7.0,-12540.0,71.57,2.0,720,0.582318877
8.0,-12040.0,84.69,2.5,720,0.710982125
9.0,-11540.0,110.72,3.0,720,0.9662492245
10.0,-11040.0,122.83,3.5,720,1.085007756
11.0,-10540.0,134.69,4.0,720,1.2013146250000002
12.0,-10040.0,153.11,4.5,720,1.3819531180000002
13.0,-9540.0,140.45,5.0,720,1.257800929
14.0,-9040.0,169.13,5.5,720,1.539055651
15.0,-8540.0,178.41,6.0,720,1.6300613629999998
16.0,-8040.0,205.42,6.5,720,1.8949389795
17.0,-7540.0,207.9,7.0,720,1.9192594714999998
18.0,-7040.0,234.42,7.5,720,2.1793318294999997
19.0,-6540.0,251.92,8.0,720,2.3509482045
20.0,-6040.0,271.35,8.5,720,2.5414914140000002
21.0,-5540.0,255.72,9.0,720,2.3882134745
22.0,-5040.0,276.9,9.5,720,2.5959183214999997
23.0,-4540.0,291.97,10.0,720,2.743704537
24.0,-4040.0,315.99,10.5,720,2.97926027
25.0,-3540.0,335.99,11.0,720,3.17539327
26.0,-3040.0,342.86,11.5,720,3.2427649555
27.0,-2540.0,369.18,12.0,720,3.5008759835
28.0,-2040.0,387.73,12.5,720,3.6827893410000003
29.0,-1540.0,400.13,13.0,720,3.804391801
30.0,-1040.0,416.17,13.5,720,3.9616904670000004
31.0,-540.0,435.72,14.0,720,4.1534104745
32.0,-40.0,454.03,14.5,720,4.3329702359999995
33.0,460.0,470.17,15.0,720,4.491249567
34.0,960.0,490.0,15.5,720,4.6857154365
35.0,1460.0,507.99,16.0,720,4.86213707
36.0,1960.0,525.44,16.5,720,5.0332631125
37.0,2460.0,542.56,17.0,720,5.201152960499999
38.0,2960.0,465.64,17.5,720,4.4468254425
39.0,3460.0,485.1,18.0,720,4.6376628515
40.0,3960.0,509.33,18.5,720,4.875277981
41.0,4460.0,526.83,19.0,720,5.046894356
42.0,4960.0,548.39,19.5,720,5.25832573
43.0,5460.0,565.92,20.0,720,5.430236304499999
44.0,5960.0,581.65,20.5,720,5.584494909
45.0,6460.0,586.21,21.0,720,5.629213233000001
46.0,6960.0,595.02,21.5,720,5.7156098195
47.0,7460.0,604.33,22.0,720,5.806909731
48.0,7960.0,614.48,22.5,720,5.9064472285
49.0,8460.0,604.43,23.0,720,5.8078903959999995
50.0,8960.0,616.79,23.5,720,5.92910059
51.0,9460.0,624.82,24.0,720,6.0078479895
52.0,9960.0,635.56,24.5,720,6.1131714105
53.0,10460.0,645.69,25.0,720,6.212512775
54.0,10960.0,654.51,25.5,720,6.2990074279999995
55.0,11460.0,662.75,26.0,720,6.3798142239999995
56.0,11960.0,671.42,26.5,720,6.464837879499999
57.0,12460.0,675.52,27.0,720,6.5050451444999995
58.0,12960.0,681.73,27.5,720,6.565944441
59.0,13460.0,646.15,28.0,720,6.217023834
60.0,13960.0,655.83,28.5,720,6.311952206
61.0,14460.0,665.44,29.0,720,6.406194112500001
62.0,14960.0,675.21,29.5,720,6.502005083
63.0,15460.0,684.69,30.0,720,6.594972125000001
64.0,15960.0,694.59,30.5,720,6.6920579600000005
65.0,16460.0,704.47,31.0,720,6.788947662
66.0,16960.0,712.87,31.5,720,6.871323522
67.0,17460.0,720.92,32.0,720,6.950267054499999
68.0,17960.0,729.94,32.5,720,7.0387230375000005
69.0,18460.0,741.29,33.0,720,7.150028515
70.0,18960.0,745.62,33.5,720,7.1924913095
71.0,19460.0,756.49,34.0,720,7.299089595
72.0,19960.0,763.4,34.5,720,7.3668535465
73.0,20460.0,773.47,35.0,720,7.465606512
74.0,20960.0,780.76,35.5,720,7.5370969905
75.0,21460.0,790.95,36.0,720,7.637026754000001
76.0,21960.0,801.52,36.5,720,7.7406830445
77.0,22460.0,806.08,37.0,720,7.7854013685000005
78.0,22960.0,813.57,37.5,720,7.858853177
79.0,23460.0,824.01,38.0,720,7.961234602999999
80.0,23960.0,832.67,38.5,720,8.046160192
81.0,24460.0,843.35,39.0,720,8.150895214
82.0,24960.0,851.14,39.5,720,8.2272890175
83.0,25460.0,858.55,40.0,720,8.299956294
84.0,25960.0,867.6,40.5,720,8.3887064765
85.0,26460.0,874.2,41.0,720,8.453430366500001
86.0,26960.0,882.32,41.5,720,8.5330603645
87.0,27460.0,891.21,42.0,720,8.620241483000001
88.0,27960.0,900.25,42.5,720,8.708893599
89.0,28460.0,908.72,43.0,720,8.7919559245
