Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
2.0,-5180.0,-104.28,0.0,765,0.0
3.0,-4680.0,-81.13,0.5,765,0.2270239475000001
4.0,-4180.0,-32.96,1.0,765,0.699410278
5.0,-3680.0,2.25,1.5,765,1.0447024245
6.0,-3180.0,50.59,2.0,765,1.5187558855
7.0,-2680.0,89.53,2.5,765,1.9006268365
8.0,-2180.0,136.71,3.0,765,2.3633045835
9.0,-1680.0,184.07,3.5,765,2.8277475274999997
10.0,-1180.0,235.4,4.0,765,3.3311228720000003
11.0,-680.0,282.0,4.5,765,3.788112762
12.0,-180.0,325.01,5.0,765,4.2098967785
13.0,320.0,373.06,5.5,765,4.681106311000001
14.0,820.0,421.39,6.0,765,5.1550617055
15.0,1320.0,455.79,6.5,765,5.492410465500001
16.0,1820.0,493.12,7.0,765,5.85849271
17.0,2320.0,529.88,7.5,765,6.218985163999999
18.0,2820.0,579.82,8.0,765,6.7087292650000006
19.0,3320.0,616.44,8.5,765,7.067848788000001
20.0,3820.0,652.78,9.0,765,7.424222449
21.0,4320.0,690.18,9.5,765,7.790991158999999
22.0,4820.0,724.55,10.0,765,8.1280457195
23.0,5320.0,768.91,10.5,765,8.5630687135
24.0,5820.0,805.48,11.0,765,8.921697904
25.0,6320.0,840.95,11.5,765,9.2695397795
26.0,6820.0,875.37,12.0,765,9.607084672500001
27.0,7320.0,915.94,12.5,765,10.004940463
28.0,7820.0,950.9,13.0,765,10.347780947
29.0,8320.0,986.26,13.5,765,10.694544091000001
30.0,8820.0,1020.28,14.0,765,11.028166324
