Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
2.0,17356.0,-7.69,0.0,800,0.0
3.0,17856.0,-30.27,0.5,800,-0.221434157
4.0,18356.0,-17.09,1.0,800,-0.09218251
5.0,18856.0,-3.29,1.5,800,0.04314926
6.0,19356.0,-10.43,2.0,800,-0.026870221
7.0,19856.0,-19.09,2.5,800,-0.11179581
8.0,20356.0,-6.79,3.0,800,0.008825985000000008
9.0,20856.0,-4.61,3.5,800,0.030204481999999998
10.0,21356.0,0.02,4.0,800,0.0756092715
11.0,21856.0,5.19,4.5,800,0.126309652
12.0,22356.0,12.94,5.0,800,0.2023111895
13.0,22856.0,15.89,5.5,800,0.23124080700000002
14.0,23356.0,21.68,6.0,800,0.2880213105
15.0,23856.0,25.71,6.5,800,0.32754211
16.0,24356.0,39.97,7.0,800,0.467384939
17.0,24856.0,62.2,7.5,800,0.6853867685
18.0,25356.0,83.63,8.0,800,0.8955432779999999
19.0,25856.0,102.02,8.5,800,1.0758875715
20.0,26356.0,118.3,9.0,800,1.2355398335
21.0,26856.0,133.8,9.5,800,1.3875429085000002
22.0,27356.0,147.49,10.0,800,1.5217959470000002
23.0,27856.0,161.9,10.5,800,1.6631097735000002
24.0,28356.0,174.17,11.0,800,1.783437369
25.0,28856.0,194.51,11.5,800,1.98290463
26.0,29356.0,204.55,12.0,800,2.0813633960000004
27.0,29856.0,221.49,12.5,800,2.247488047
28.0,30356.0,233.76,13.0,800,2.3678156425
29.0,30856.0,245.97,13.5,800,2.487554839
30.0,31356.0,258.76,14.0,800,2.6129818925
31.0,31856.0,272.79,14.5,800,2.7505691920000004
32.0,32356.0,281.14,15.0,800,2.8324547195
33.0,-32680.0,291.96,15.5,800,2.9385626725
34.0,-32180.0,302.41,16.0,800,3.0410421650000004
35.0,-31680.0,319.13,16.5,800,3.205009353
36.0,-31180.0,330.88,17.0,800,3.3202374905000003
37.0,-30680.0,341.49,17.5,800,3.4242860470000003
38.0,-30180.0,350.89,18.0,800,3.516468557
39.0,-29680.0,363.34,18.5,800,3.6385613494999998
40.0,-29180.0,375.51,19.0,800,3.75790828
41.0,-28680.0,385.56,19.5,800,3.8564651125
42.0,-28180.0,396.36,20.0,800,3.9623769325000002
43.0,-27680.0,410.12,20.5,800,4.0973164365
44.0,-27180.0,426.3,21.0,800,4.2559880335
45.0,-26680.0,438.44,21.5,800,4.3750407645000005
46.0,-26180.0,454.75,22.0,800,4.534987226
47.0,-25680.0,462.92,22.5,800,4.6151075565
48.0,-25180.0,479.19,23.0,800,4.774661752
49.0,-24680.0,489.36,23.5,800,4.8743953825
50.0,-24180.0,503.12,24.0,800,5.0093348865000005
51.0,-23680.0,512.0,24.5,800,5.0964179385
52.0,-23180.0,525.49,25.0,800,5.2287096470000005
53.0,-22680.0,534.83,25.5,800,5.3203037580000005
54.0,-22180.0,548.99,26.0,800,5.459165922
55.0,-21680.0,562.52,26.5,800,5.5918498965
56.0,-21180.0,572.26,27.0,800,5.6873666675
57.0,-20680.0,587.78,27.5,800,5.8395658755
58.0,-20180.0,597.45,28.0,800,5.934396181
59.0,-19680.0,611.78,28.5,800,6.0749254755
60.0,-19180.0,624.13,29.0,800,6.196037603
61.0,-18680.0,634.7,29.5,800,6.299693893500001
62.0,-18180.0,648.02,30.0,800,6.4303184715
63.0,-17680.0,660.84,30.5,800,6.556039724500001
64.0,-17180.0,669.04,31.0,800,6.636454254499999
65.0,-16680.0,685.67,31.5,800,6.799538844
66.0,-16180.0,693.15,32.0,800,6.872892586
67.0,-15680.0,705.82,32.5,800,6.9971428415000005
68.0,-15180.0,716.14,33.0,800,7.0983474695
69.0,-14680.0,725.04,33.5,800,7.1856266545
70.0,-14180.0,738.51,34.0,800,7.31772223
71.0,-13680.0,750.19,34.5,800,7.432263902000001
72.0,-13180.0,760.58,35.0,800,7.534154995500001
73.0,-12680.0,771.55,35.5,800,7.6417339459999996
74.0,-12180.0,787.85,36.0,800,7.8015823410000005
75.0,-11680.0,802.39,36.5,800,7.944171032
76.0,-11180.0,806.03,37.0,800,7.979867238
77.0,-10680.0,820.94,37.5,800,8.1260843895
78.0,-10180.0,827.53,38.0,800,8.190710213
79.0,-9680.0,843.88,38.5,800,8.3510489405
80.0,-9180.0,849.01,39.0,800,8.401357055
81.0,-8680.0,863.79,39.5,800,8.546299342
82.0,-8180.0,876.47,40.0,800,8.670647664
83.0,-7680.0,890.89,40.5,800,8.812059557
84.0,-7180.0,893.53,41.0,800,8.837949113
85.0,-6680.0,906.12,41.5,800,8.9614148365
86.0,-6180.0,919.48,42.0,800,9.0924316805
87.0,-5680.0,934.13,42.5,800,9.236099103
88.0,-5180.0,943.92,43.0,800,9.332106206499999
89.0,-4680.0,954.92,43.5,800,9.4399793565
