Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
2.0,14928.0,-39.55,0.0,625,0.0
3.0,15428.0,-34.61,0.5,625,0.048444850999999955
4.0,15928.0,-32.68,1.0,625,0.06737168549999994
5.0,16428.0,-30.81,1.5,625,0.08571012099999997
6.0,16928.0,-28.65,2.0,625,0.10689248499999998
7.0,17428.0,-26.56,2.5,625,0.12738838349999998
8.0,17928.0,-25.38,3.0,625,0.13896023049999998
9.0,18428.0,-23.58,3.5,625,0.15661220049999997
10.0,18928.0,-20.45,4.0,625,0.18730701499999997
11.0,19428.0,-17.42,4.5,625,0.21702116449999995
12.0,19928.0,-17.09,5.0,625,0.22025735899999996
13.0,20428.0,-14.62,5.5,625,0.24447978449999996
14.0,20928.0,-14.05,6.0,625,0.25006957499999993
15.0,21428.0,-11.66,6.5,625,0.27350746849999996
16.0,21928.0,-12.45,7.0,625,0.26576021499999997
17.0,22428.0,-12.01,7.5,625,0.27007514099999996
18.0,22928.0,-11.34,8.0,625,0.2766455965
19.0,23428.0,-8.85,8.5,625,0.30106415499999994
20.0,23928.0,-3.49,9.0,625,0.35362779899999996
21.0,24428.0,-1.88,9.5,625,0.36941650549999994
22.0,24928.0,-1.84,10.0,625,0.36980877149999997
23.0,25428.0,1.23,10.5,625,0.39991518699999995
24.0,25928.0,3.0,11.0,625,0.41727295749999993
25.0,26428.0,4.46,11.5,625,0.43159066649999994
26.0,26928.0,5.6,12.0,625,0.44277024749999994
27.0,27428.0,6.83,12.5,625,0.45483242699999993
28.0,27928.0,8.58,13.0,625,0.4719940645
29.0,28428.0,10.02,13.5,625,0.48611564049999995
30.0,28928.0,11.23,14.0,625,0.49798168699999995
31.0,29428.0,12.23,14.5,625,0.5077883369999999
32.0,29928.0,14.18,15.0,625,0.5269113045
33.0,30428.0,16.88,15.5,625,0.5533892595
34.0,30928.0,17.29,16.0,625,0.5574099859999999
35.0,31428.0,19.8,16.5,625,0.5820246775
36.0,31928.0,23.33,17.0,625,0.6166421519999999
37.0,32428.0,21.35,17.5,625,0.597224985
38.0,-32608.0,23.24,18.0,625,0.6157595535
39.0,-32108.0,22.32,18.5,625,0.6067374354999999
40.0,-31608.0,23.54,19.0,625,0.6187015484999999
41.0,-31108.0,26.36,19.5,625,0.6463563015
42.0,-30608.0,26.16,20.0,625,0.6443949714999999
43.0,-30108.0,28.47,20.5,625,0.6670483329999999
44.0,-29608.0,29.0,21.0,625,0.6722458575
45.0,-29108.0,30.59,21.5,625,0.687838431
46.0,-28608.0,30.36,22.0,625,0.6855829014999999
47.0,-28108.0,33.8,22.5,625,0.7193177774999999
48.0,-27608.0,35.62,23.0,625,0.7371658804999999
49.0,-27108.0,37.0,23.5,625,0.7506990575
50.0,-26608.0,38.63,24.0,625,0.7666838970000001
51.0,-26108.0,40.28,24.5,625,0.7828648695
52.0,-25608.0,43.53,25.0,625,0.814736482
53.0,-25108.0,45.53,25.5,625,0.834349782
54.0,-24608.0,46.94,26.0,625,0.8481771585
55.0,-24108.0,49.46,26.5,625,0.8728899164999999
56.0,-23608.0,49.99,27.0,625,0.8780874409999999
57.0,-23108.0,50.7,27.5,625,0.8850501625
58.0,-22608.0,51.31,28.0,625,0.891032219
59.0,-22108.0,52.69,28.5,625,0.904565396
60.0,-21608.0,55.86,29.0,625,0.9356524764999999
61.0,-21108.0,57.88,29.5,625,0.9554619095
62.0,-20608.0,58.99,30.0,625,0.9663472909999999
63.0,-20108.0,60.37,30.5,625,0.979880468
64.0,-19608.0,61.79,31.0,625,0.9938059109999999
65.0,-19108.0,62.84,31.5,625,1.0041028935
66.0,-18608.0,63.85,32.0,625,1.01400761
67.0,-18108.0,66.45,32.5,625,1.0395048999999998
68.0,-17608.0,69.58,33.0,625,1.0701997145
69.0,-17108.0,70.07,33.5,625,1.075004973
70.0,-16608.0,70.97,34.0,625,1.083830958
71.0,-16108.0,71.24,34.5,625,1.0864787534999998
72.0,-15608.0,72.54,35.0,625,1.0992273985
73.0,-15108.0,56.94,35.5,625,0.9462436584999999
74.0,-14608.0,60.04,36.0,625,0.9766442734999999
75.0,-14108.0,62.97,36.5,625,1.0053777579999998
76.0,-13608.0,66.63,37.0,625,1.041270097
77.0,-13108.0,68.34,37.5,625,1.0580394685
78.0,-12608.0,69.53,38.0,625,1.069709382
79.0,-12108.0,70.23,38.5,625,1.0765740369999999
80.0,-11608.0,72.94,39.0,625,1.1031500584999998
81.0,-11108.0,76.81,39.5,625,1.141101794
82.0,-10608.0,78.16,40.0,625,1.1543407714999998
83.0,-10108.0,80.18,40.5,625,1.1741502045
84.0,-9608.0,83.16,41.0,625,1.2033740215
85.0,-9108.0,85.61,41.5,625,1.227400314
86.0,-8608.0,87.34,42.0,625,1.2443658185
87.0,-8108.0,89.88,42.5,625,1.2692747094999999
88.0,-7608.0,92.2,43.0,625,1.2920261375
89.0,-7108.0,90.85,43.5,625,1.2787871599999998
