Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
2.0,-3896.0,-56.47,0.0,795,0.0
3.0,-3396.0,-50.22,0.5,795,0.06129156250000006
4.0,-2896.0,-33.72,1.0,795,0.22310128750000002
5.0,-2396.0,-20.0,1.5,795,0.35764852550000004
6.0,-1896.0,5.28,2.0,795,0.6055606375
7.0,-1396.0,32.77,2.5,795,0.8751454460000001
8.0,-896.0,53.74,3.0,795,1.0807908965
9.0,-396.0,79.33,3.5,795,1.33174307
10.0,104.0,101.53,4.0,795,1.5494507
11.0,604.0,120.99,4.5,795,1.740288109
12.0,1104.0,123.08,5.0,795,1.7607840075
13.0,1604.0,133.54,5.5,795,1.8633615665
14.0,2104.0,137.17,6.0,795,1.8989597059999999
15.0,2604.0,147.89,6.5,795,2.0040869939999997
16.0,3104.0,155.92,7.0,795,2.0828343934999998
17.0,3604.0,159.06,7.5,795,2.1136272744999998
18.0,4104.0,172.32,8.0,795,2.2436634535
19.0,4604.0,174.81,8.5,795,2.268082012
20.0,5104.0,189.81,9.0,795,2.415181762
21.0,5604.0,196.23,9.5,795,2.478140455
22.0,6104.0,197.24,10.0,795,2.4880451715
23.0,6604.0,205.63,10.5,795,2.570322965
24.0,7104.0,212.26,11.0,795,2.6353410544999996
25.0,7604.0,219.28,11.5,795,2.7041837375
26.0,8104.0,229.82,12.0,795,2.8075458285000003
27.0,8604.0,233.23,12.5,795,2.840986505
28.0,9104.0,237.02,13.0,795,2.8781537085
29.0,9604.0,250.67,13.5,795,3.0120144809999996
30.0,10104.0,257.45,14.0,795,3.0785035680000004
31.0,10604.0,263.44,14.5,795,3.1372454015000004
32.0,11104.0,271.33,15.0,795,3.21461987
33.0,11604.0,275.04,15.5,795,3.2510025415
34.0,12104.0,284.91,16.0,795,3.347794177
35.0,12604.0,308.92,16.5,795,3.5832518435000003
36.0,13104.0,336.8,17.0,795,3.8566612455
37.0,13604.0,366.06,17.5,795,4.1436038245
38.0,14104.0,390.47,18.0,795,4.3829841510000005
39.0,14604.0,423.15,18.5,795,4.703465473
40.0,15104.0,457.12,19.0,795,5.0365973735
41.0,15604.0,486.19,19.5,795,5.321676689
42.0,16104.0,485.3,20.0,795,5.3129487705
43.0,16604.0,486.35,20.5,795,5.323245753
44.0,17104.0,512.14,21.0,795,5.5761592564999996
45.0,17604.0,400.6,21.5,795,4.4823255155
46.0,18104.0,431.37,22.0,795,4.7840761359999995
47.0,18604.0,458.44,22.5,795,5.0495421515
48.0,19104.0,488.52,23.0,795,5.344526183499999
49.0,19604.0,523.38,23.5,795,5.6863860025
50.0,20104.0,522.24,24.0,795,5.6752064214999995
51.0,20604.0,483.6,24.5,795,5.2962774655
52.0,21104.0,460.73,25.0,795,5.07199938
53.0,21604.0,494.01,25.5,795,5.3983646919999995
54.0,22104.0,472.86,26.0,795,5.1909540445
55.0,22604.0,503.43,26.5,795,5.490743335
56.0,23104.0,508.31,27.0,795,5.538599787
57.0,23604.0,506.91,27.5,795,5.524870477
58.0,24104.0,524.98,28.0,795,5.7020766425
59.0,24604.0,539.94,28.5,795,5.8487841265
60.0,25104.0,557.45,29.0,795,6.020498568000001
61.0,25604.0,570.9,29.5,795,6.1523980105
62.0,26104.0,585.98,30.0,795,6.3002822925
63.0,26604.0,583.44,30.5,795,6.2753734015000004
64.0,27104.0,593.62,31.0,795,6.3752050984999995
65.0,27604.0,615.65,31.5,795,6.5912455979999995
66.0,28104.0,640.83,32.0,795,6.838177045
67.0,28604.0,666.79,32.5,795,7.092757678999999
68.0,29104.0,691.83,33.0,795,7.338316195
69.0,29604.0,689.97,33.5,795,7.320075826
70.0,30104.0,724.36,34.0,795,7.6573265195
71.0,30604.0,741.96,34.5,795,7.8299235595
72.0,31104.0,759.45,35.0,795,8.001441868
73.0,31604.0,779.64,35.5,795,8.199438131500001
74.0,32104.0,807.87,36.0,795,8.476279861
75.0,32604.0,834.85,36.5,795,8.740863278
76.0,-32432.0,862.97,37.0,795,9.016626276
77.0,-31932.0,886.96,37.5,795,9.2518878095
78.0,-31432.0,906.11,38.0,795,9.439685157
79.0,-30932.0,929.99,38.5,795,9.673867959
80.0,-30432.0,953.83,39.0,795,9.907658495
81.0,-29932.0,971.88,39.5,795,10.0846685275
82.0,-29432.0,994.4,40.0,795,10.3055142855
83.0,-28932.0,1012.48,40.5,795,10.4828185175
