Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
2.0,2212.0,-67.17,0.0,800,0.0
3.0,2712.0,-60.69,0.5,800,0.06354709199999997
4.0,3212.0,-46.86,1.0,800,0.19917306149999997
5.0,3712.0,-39.39,1.5,800,0.272428737
6.0,4212.0,-22.84,2.0,800,0.4347287945
7.0,4712.0,-10.2,2.5,800,0.5586848504999999
8.0,5212.0,1.75,3.0,800,0.675874318
9.0,5712.0,10.24,3.5,800,0.7591327765
10.0,6212.0,25.07,4.0,800,0.904565396
11.0,6712.0,36.61,4.5,800,1.017734137
12.0,7212.0,50.71,5.0,800,1.156007902
13.0,7712.0,64.09,5.5,800,1.287220879
14.0,8212.0,74.65,6.0,800,1.390779103
15.0,8712.0,90.5,6.5,800,1.5462145055
16.0,9212.0,105.04,7.0,800,1.6888031964999999
17.0,9712.0,115.61,7.5,800,1.792459487
18.0,10212.0,128.62,8.0,800,1.9200440035000002
19.0,10712.0,125.4,8.5,800,1.8884665905000002
20.0,11212.0,140.74,9.0,800,2.0389006015
21.0,11712.0,138.79,9.5,800,2.019777634
22.0,12212.0,158.8,10.0,800,2.2160087005
23.0,12712.0,174.13,10.5,800,2.366344645
24.0,13212.0,189.71,11.0,800,2.519132252
25.0,13712.0,203.05,11.5,800,2.649952963
26.0,14212.0,193.51,12.0,800,2.5563975219999997
27.0,14712.0,211.76,12.5,800,2.7353688844999997
28.0,15212.0,228.41,13.0,800,2.898649607
29.0,15712.0,243.24,13.5,800,3.0440822265
30.0,16212.0,259.62,14.0,800,3.2047151535
31.0,16712.0,273.25,14.5,800,3.338379793
32.0,17212.0,289.87,15.0,800,3.501366316
33.0,17712.0,305.27,15.5,800,3.652388726
34.0,18212.0,319.45,16.0,800,3.791447023
35.0,18712.0,337.7,16.5,800,3.9704183855
36.0,19212.0,348.78,17.0,800,4.0790760675
37.0,19712.0,364.83,17.5,800,4.2364728
38.0,20212.0,380.36,18.0,800,4.3887700745
39.0,20712.0,394.45,18.5,800,4.5269457730000005
40.0,21212.0,405.06,19.0,800,4.6309943295
41.0,21712.0,413.06,19.5,800,4.7094475295
42.0,22212.0,431.69,20.0,800,4.892145419
43.0,22712.0,445.44,20.5,800,5.0269868565
44.0,23212.0,455.06,21.0,800,5.1213268295
45.0,23712.0,469.26,21.5,800,5.260581259499999
46.0,24212.0,482.01,22.0,800,5.385616047
47.0,24712.0,503.91,22.5,800,5.600381682
48.0,25212.0,517.01,23.0,800,5.7288487969999995
49.0,25712.0,532.59,23.5,800,5.881636404
50.0,26212.0,550.59,24.0,800,6.058156104
51.0,26712.0,554.1,24.5,800,6.0925774455
52.0,27212.0,569.78,25.0,800,6.2463457175
53.0,27712.0,577.08,25.5,800,6.317934262500001
54.0,28212.0,596.28,26.0,800,6.5062219425
55.0,28712.0,614.92,26.5,800,6.6890178984999995
56.0,29212.0,631.09,27.0,800,6.847591429
57.0,29712.0,645.67,27.5,800,6.990572385999999
58.0,30212.0,648.44,28.0,800,7.0177368065
59.0,30712.0,661.14,28.5,800,7.1422812615
60.0,31212.0,670.06,29.0,800,7.229756579499999
61.0,31712.0,682.47,29.5,800,7.351457106
62.0,32212.0,701.63,30.0,800,7.53935252
63.0,32712.0,709.45,30.5,800,7.616040523000001
64.0,-32324.0,726.05,31.0,800,7.778830912999999
65.0,-31824.0,737.75,31.5,800,7.893568718
66.0,-31324.0,752.39,32.0,800,8.037138074
67.0,-30824.0,766.59,32.5,800,8.176392504
68.0,-30324.0,782.75,33.0,800,8.334867968000001
69.0,-29824.0,795.91,33.5,800,8.463923482
70.0,-29324.0,814.25,34.0,800,8.643777443000001
71.0,-28824.0,820.72,34.5,800,8.707226468500002
72.0,-28324.0,831.34,35.0,800,8.811373091500002
73.0,-27824.0,841.0,35.5,800,8.9061053305
74.0,-27324.0,860.85,36.0,800,9.100767333
75.0,-26824.0,875.0,36.5,800,9.239531430500001
76.0,-26324.0,875.63,37.0,800,9.245709620000001
77.0,-25824.0,876.68,37.5,800,9.256006602500001
78.0,-25324.0,895.97,38.0,800,9.445176881000002
79.0,-24824.0,918.41,38.5,800,9.665238107
80.0,-24324.0,930.86,39.0,800,9.7873308995
81.0,-23824.0,947.06,39.5,800,9.9461986295
82.0,-23324.0,964.33,40.0,800,10.115559475000001
83.0,-22824.0,969.48,40.5,800,10.1660637225
84.0,-22324.0,985.5,41.0,800,10.3231662555
85.0,-21824.0,1005.02,41.5,800,10.5145920635
