Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
2.0,-17432.0,0.52,0.0,675,0.0
3.0,-16932.0,11.57,0.5,675,0.1083634825
4.0,-16432.0,15.96,1.0,675,0.151414676
5.0,-15932.0,18.44,1.5,675,0.17573516800000002
6.0,-15432.0,19.35,2.0,675,0.18465921950000003
7.0,-14932.0,20.55,2.5,675,0.1964271995
8.0,-14432.0,26.4,3.0,675,0.25379610199999997
9.0,-13932.0,23.26,3.5,675,0.22300322100000003
10.0,-13432.0,27.73,4.0,675,0.2668389465
11.0,-12932.0,28.91,4.5,675,0.2784107935
12.0,-12432.0,34.15,5.0,675,0.32979763949999996
13.0,-11932.0,32.97,5.5,675,0.3182257925
14.0,-11432.0,39.18,6.0,675,0.379125089
15.0,-10932.0,42.86,6.5,675,0.415213561
16.0,-10432.0,47.4,7.0,675,0.459735752
17.0,-9932.0,49.2,7.5,675,0.477387722
18.0,-9432.0,51.88,8.0,675,0.5036695440000001
19.0,-8932.0,52.83,8.5,675,0.5129858615
20.0,-8432.0,59.97,9.0,675,0.5830053425
21.0,-7932.0,62.09,9.5,675,0.6037954405
22.0,-7432.0,63.58,10.0,675,0.6184073489999999
23.0,-6932.0,68.78,10.5,675,0.6694019290000001
24.0,-6432.0,75.87,11.0,675,0.7389310775000001
25.0,-5932.0,71.8,11.5,675,0.699018012
26.0,-5432.0,72.79,12.0,675,0.7087265955000001
27.0,-4932.0,77.28,12.5,675,0.752758454
28.0,-4432.0,84.18,13.0,675,0.8204243390000001
29.0,-3932.0,86.54,13.5,675,0.843568033
30.0,-3432.0,77.43,14.0,675,0.7542294515000001
31.0,-2932.0,83.12,14.5,675,0.81002929
32.0,-2432.0,88.81,15.0,675,0.8658291285
33.0,-1932.0,80.47,15.5,675,0.7840416675
34.0,-1432.0,91.5,16.0,675,0.892209017
35.0,-932.0,103.86,16.5,675,1.0134192110000002
36.0,-432.0,106.72,17.0,675,1.0414662300000002
37.0,68.0,112.72,17.5,675,1.10030613
38.0,568.0,117.24,18.0,675,1.144632188
39.0,1068.0,115.56,18.5,675,1.128157016
40.0,1568.0,128.33,19.0,675,1.2533879365000002
41.0,2068.0,108.65,19.5,675,1.0603930645000001
42.0,2568.0,117.33,20.0,675,1.1455147865000002
43.0,3068.0,126.35,20.5,675,1.2339707695000002
44.0,3568.0,133.29,21.0,675,1.3020289205
45.0,4068.0,125.21,21.5,675,1.2227911885
46.0,4568.0,136.13,22.0,675,1.3298798065000002
47.0,5068.0,137.61,22.5,675,1.3443936485000003
48.0,5568.0,135.36,23.0,675,1.3223286860000003
49.0,6068.0,142.05,23.5,675,1.3879351745000001
50.0,6568.0,142.55,24.0,675,1.3928384995000003
51.0,7068.0,155.34,24.5,675,1.5182655530000002
52.0,7568.0,166.43,25.0,675,1.6270213015000001
53.0,8068.0,166.5,25.5,675,1.6277077670000002
54.0,8568.0,167.49,26.0,675,1.6374163505000001
55.0,9068.0,159.41,26.5,675,1.5581786185000002
56.0,9568.0,180.61,27.0,675,1.7660795985000002
57.0,10068.0,176.18,27.5,675,1.7226361390000002
58.0,10568.0,186.4,28.0,675,1.8228601020000001
59.0,11068.0,190.58,28.5,675,1.8638518990000001
60.0,11568.0,202.61,29.0,675,1.9818258985000003
61.0,12068.0,207.84,29.5,675,2.033114678
62.0,12568.0,214.77,30.0,675,2.1010747625
63.0,13068.0,219.73,30.5,675,2.1497157464999996
64.0,13568.0,217.81,31.0,675,2.1308869785
65.0,14068.0,226.06,31.5,675,2.211791841
66.0,14568.0,230.35,32.0,675,2.2538623694999997
67.0,15068.0,238.55,32.5,675,2.3342768995
68.0,15568.0,249.8,33.0,675,2.444601712
69.0,16068.0,254.73,33.5,675,2.4929484965
70.0,16568.0,260.05,34.0,675,2.5451198745
71.0,17068.0,263.92,34.5,675,2.58307161
72.0,17568.0,275.51,35.0,675,2.6967306835
73.0,18068.0,278.57,35.5,675,2.7267390325
74.0,18568.0,233.24,36.0,675,2.282203588
75.0,19068.0,249.58,36.5,675,2.4424442490000002
76.0,19568.0,256.42,37.0,675,2.509521735
77.0,20068.0,267.95,37.5,675,2.6225924094999997
78.0,20568.0,261.46,38.0,675,2.5589472509999998
79.0,21068.0,370.94,38.5,675,3.632579293
80.0,21568.0,455.8,39.0,675,4.464771612
81.0,22068.0,510.42,39.5,675,5.000410835
82.0,22568.0,631.88,40.0,675,6.191526544
83.0,23068.0,763.96,40.5,675,7.486788876
84.0,23568.0,859.9,41.0,675,8.427638877
85.0,24068.0,968.06,41.5,675,9.488326141
86.0,24568.0,1066.36,42.0,675,10.452319836
