Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
2.0,-21252.0,-69.6,0.0,930,0.0
3.0,-20752.0,-63.79,0.5,930,0.056976636499999955
4.0,-20252.0,-60.5,1.0,930,0.08924051499999996
5.0,-19752.0,-57.88,1.5,930,0.11493393799999996
6.0,-19252.0,-55.19,2.0,930,0.14131382650000002
7.0,-18752.0,-52.27,2.5,930,0.16994924449999993
8.0,-18252.0,-51.24,3.0,930,0.18005009399999994
9.0,-17752.0,-48.11,3.5,930,0.2107449085
10.0,-17252.0,-45.35,4.0,930,0.23781126249999995
11.0,-16752.0,-42.0,4.5,930,0.27066354
12.0,-16252.0,-40.89,5.0,930,0.2815489215
13.0,-15752.0,-39.55,5.5,930,0.2946898325
14.0,-15252.0,-36.53,6.0,930,0.3243059155
15.0,-14752.0,-35.86,6.5,930,0.330876371
16.0,-14252.0,-35.76,7.0,930,0.331857036
17.0,-13752.0,-33.7,7.5,930,0.35205873499999996
18.0,-13252.0,-32.54,8.0,930,0.363434449
19.0,-12752.0,-30.11,8.5,930,0.3872646085
20.0,-12252.0,-30.11,9.0,930,0.3872646085
21.0,-11752.0,-30.02,9.5,930,0.388147207
22.0,-11252.0,-28.72,10.0,930,0.400895852
23.0,-10752.0,-27.05,10.5,930,0.4172729575
24.0,-10252.0,-24.64,11.0,930,0.44090698399999995
25.0,-9752.0,-24.51,11.5,930,0.4421818485
26.0,-9252.0,-23.59,12.0,930,0.45120396649999994
27.0,-8752.0,-23.36,12.5,930,0.453459496
28.0,-8252.0,-21.21,13.0,930,0.4745437935
29.0,-7752.0,-20.22,13.5,930,0.484252377
30.0,-7252.0,-19.99,14.0,930,0.4865079065
31.0,-6752.0,-18.58,14.5,930,0.500335283
32.0,-6252.0,-16.67,15.0,930,0.5190659845
33.0,-5752.0,-16.94,15.5,930,0.5164181889999999
34.0,-5252.0,-15.09,16.0,930,0.5345604915
35.0,-4752.0,-14.27,16.5,930,0.5426019445
36.0,-4252.0,-12.69,17.0,930,0.5580964515
37.0,-3752.0,-11.65,17.5,930,0.5682953675
38.0,-3252.0,-11.86,18.0,930,0.566235971
39.0,-2752.0,-11.52,18.5,930,0.569570232
40.0,-2252.0,-8.6,19.0,930,0.59820565
41.0,-1752.0,-5.51,19.5,930,0.6285081985
42.0,-1252.0,-6.98,20.0,930,0.614092423
43.0,-752.0,-7.52,20.5,930,0.608796832
44.0,-252.0,-6.85,21.0,930,0.6153672875
45.0,248.0,-6.14,21.5,930,0.622330009
46.0,748.0,-4.02,22.0,930,0.643120107
47.0,1248.0,-4.27,22.5,930,0.6406684444999999
48.0,1748.0,-3.09,23.0,930,0.6522402915
49.0,2248.0,-0.68,23.5,930,0.675874318
50.0,2748.0,0.74,24.0,930,0.689799761
51.0,3248.0,0.58,24.5,930,0.688230697
52.0,3748.0,1.75,25.0,930,0.6997044775
53.0,4248.0,4.7,25.5,930,0.728634095
54.0,4748.0,3.47,26.0,930,0.7165719155
55.0,5248.0,4.17,26.5,930,0.7234365705
56.0,5748.0,5.64,27.0,930,0.7378523459999999
57.0,6248.0,6.9,27.5,930,0.750208725
58.0,6748.0,6.48,28.0,930,0.746089932
59.0,7248.0,7.73,28.5,930,0.7583482445
60.0,7748.0,10.3,29.0,930,0.783551335
61.0,8248.0,11.18,29.5,930,0.792181187
62.0,8748.0,11.97,30.0,930,0.7999284405
63.0,9248.0,14.33,30.5,930,0.8230721345
64.0,9748.0,16.54,31.0,930,0.844744831
65.0,10248.0,18.53,31.5,930,0.8642600645
66.0,10748.0,18.49,32.0,930,0.8638677985
67.0,11248.0,19.16,32.5,930,0.870438254
68.0,11748.0,22.04,33.0,930,0.898681406
69.0,12248.0,23.0,33.5,930,0.90809579
70.0,12748.0,21.8,34.0,930,0.8963278100000001
71.0,13248.0,20.06,34.5,930,0.879264239
72.0,13748.0,22.02,35.0,930,0.8984852729999999
73.0,14248.0,23.7,35.5,930,0.914960445
74.0,14748.0,23.32,36.0,930,0.911233918
75.0,15248.0,25.68,36.5,930,0.934377612
76.0,15748.0,25.93,37.0,930,0.9368292745
77.0,16248.0,27.85,37.5,930,0.9556580425000001
78.0,16748.0,28.03,38.0,930,0.9574232395
79.0,17248.0,29.16,38.5,930,0.968504754
80.0,17748.0,33.92,39.0,930,1.015184408
81.0,18248.0,36.48,39.5,930,1.040289432
82.0,18748.0,35.53,40.0,930,1.0309731145
83.0,19248.0,30.45,40.5,930,0.9811553325
84.0,19748.0,32.78,41.0,930,1.004004827
85.0,20248.0,34.01,41.5,930,1.0160670065
86.0,20748.0,34.04,42.0,930,1.016361206
87.0,21248.0,35.18,42.5,930,1.027540787
88.0,21748.0,36.74,43.0,930,1.042839161
89.0,22248.0,38.23,43.5,930,1.0574510695
