Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
2.0,2928.0,-24.71,0.0,680,0.0
3.0,3428.0,-23.05,0.5,680,0.016279039000000023
4.0,3928.0,-23.6,1.0,680,0.010885381500000013
5.0,4428.0,-24.19,1.5,680,0.005099458000000001
6.0,4928.0,-24.77,2.0,680,-0.0005883989999999895
7.0,5428.0,-24.94,2.5,680,-0.002255529499999992
8.0,5928.0,-24.32,3.0,680,0.0038245935000000286
9.0,6428.0,-24.65,3.5,680,0.000588399000000045
10.0,6928.0,-24.65,4.0,680,0.000588399000000045
11.0,7428.0,-24.55,4.5,680,0.001569064000000009
12.0,7928.0,-23.42,5.0,680,0.01265057850000001
13.0,8428.0,-24.98,5.5,680,-0.002647795499999994
14.0,8928.0,-24.92,6.0,680,-0.0020593965000000047
15.0,9428.0,-24.89,6.5,680,-0.0017651969999999961
16.0,9928.0,-20.18,7.0,680,0.04442412450000002
17.0,10428.0,-14.08,7.5,680,0.10424468950000002
18.0,10928.0,-9.55,8.0,680,0.148668814
19.0,11428.0,-4.98,8.5,680,0.1934852045
20.0,11928.0,0.09,9.0,680,0.24320492000000002
21.0,12428.0,3.26,9.5,680,0.2742920005
22.0,12928.0,7.79,10.0,680,0.318716125
23.0,13428.0,14.15,10.5,680,0.38108641900000007
24.0,13928.0,16.67,11.0,680,0.405799177
25.0,14428.0,22.08,11.5,680,0.4588531535
26.0,14928.0,26.13,12.0,680,0.49857008599999997
27.0,15428.0,31.64,12.5,680,0.5526047275
28.0,15928.0,32.73,13.0,680,0.563293976
29.0,16428.0,37.72,13.5,680,0.6122291595
30.0,16928.0,42.86,14.0,680,0.6626353405000001
31.0,17428.0,49.05,14.5,680,0.723338504
32.0,17928.0,53.97,15.0,680,0.771587222
33.0,18428.0,54.74,15.5,680,0.7791383425
34.0,18928.0,59.68,16.0,680,0.8275831935
35.0,19428.0,64.38,16.5,680,0.8736744485
36.0,19928.0,68.61,17.0,680,0.9151565779999999
37.0,20428.0,72.87,17.5,680,0.956932907
38.0,20928.0,77.05,18.0,680,0.997924704
39.0,21428.0,82.14,18.5,680,1.0478405525
40.0,21928.0,88.72,19.0,680,1.1123683095
41.0,22428.0,90.36,19.5,680,1.1284512155000002
42.0,22928.0,90.34,20.0,680,1.1282550825000002
43.0,23428.0,94.35,20.5,680,1.167579749
44.0,23928.0,99.78,21.0,680,1.2208298585000001
45.0,24428.0,103.95,21.5,680,1.261723589
46.0,24928.0,109.15,22.0,680,1.3127181690000003
47.0,25428.0,115.26,22.5,680,1.3726368005000003
48.0,25928.0,110.75,23.0,680,1.3284088090000001
49.0,26428.0,117.23,23.5,680,1.3919559010000002
50.0,26928.0,122.25,24.0,680,1.4411852840000001
51.0,27428.0,127.43,24.5,680,1.4919837310000001
52.0,27928.0,132.84,25.0,680,1.5450377075000001
53.0,28428.0,138.93,25.5,680,1.6047602060000001
54.0,28928.0,143.26,26.0,680,1.6472230005
55.0,29428.0,147.76,26.5,680,1.6913529255
56.0,29928.0,153.05,27.0,680,1.7432301040000002
57.0,30428.0,157.94,27.5,680,1.7911846225
58.0,30928.0,161.74,28.0,680,1.8284498925000001
59.0,31428.0,167.65,28.5,680,1.8864071940000002
60.0,31928.0,170.33,29.0,680,1.9126890160000003
61.0,32428.0,177.03,29.5,680,1.9783935710000002
62.0,-32608.0,182.87,30.0,680,2.035664407
63.0,-32108.0,188.31,30.5,680,2.089012583
64.0,-31608.0,193.48,31.0,680,2.1397129635
65.0,-31108.0,198.67,31.5,680,2.1906094769999997
66.0,-30608.0,203.5,32.0,680,2.2379755965
67.0,-30108.0,210.37,32.5,680,2.305347282
68.0,-29608.0,212.73,33.0,680,2.328490976
69.0,-29108.0,216.81,33.5,680,2.368502108
70.0,-28608.0,224.88,34.0,680,2.4476417735
71.0,-28108.0,230.09,34.5,680,2.4987344200000003
72.0,-27608.0,236.96,35.0,680,2.5661061055000003
73.0,-27108.0,237.69,35.5,680,2.57326496
74.0,-26608.0,246.07,36.0,680,2.655444687
75.0,-26108.0,252.22,36.5,680,2.7157555845
76.0,-25608.0,247.45,37.0,680,2.668977864
77.0,-25108.0,253.34,37.5,680,2.7267390325000003
78.0,-24608.0,263.13,38.0,680,2.822746136
79.0,-24108.0,268.32,38.5,680,2.8736426495000003
80.0,-23608.0,264.05,39.0,680,2.8317682540000004
81.0,-23108.0,268.48,39.5,680,2.8752117135
82.0,-22608.0,275.63,40.0,680,2.945329261
83.0,-22108.0,281.35,40.5,680,3.0014232990000003
84.0,-21608.0,281.95,41.0,680,3.007307289
85.0,-21108.0,288.97,41.5,680,3.0761499720000005
86.0,-20608.0,294.09,42.0,680,3.12636002
87.0,-20108.0,299.52,42.5,680,3.1796101295
88.0,-19608.0,306.5,43.0,680,3.2480605465
89.0,-19108.0,313.3,43.5,680,3.3147457665
