Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
3.0,284.0,-50.38,0.0,820,0.0
4.0,784.0,-47.16,0.5,820,0.031577413000000054
5.0,1284.0,-47.51,1.0,820,0.028145085500000055
6.0,1784.0,-45.77,1.5,820,0.0452086565
7.0,2284.0,-45.13,2.0,820,0.051484912500000035
8.0,2784.0,-41.9,2.5,820,0.08316039200000003
9.0,3284.0,-40.65,3.0,820,0.09541870450000006
10.0,3784.0,-38.14,3.5,820,0.12003339600000001
11.0,4284.0,-28.1,4.0,820,0.21849216200000005
12.0,4784.0,-23.73,4.5,820,0.26134722250000003
13.0,5284.0,-20.12,5.0,820,0.296749229
14.0,5784.0,-15.08,5.5,820,0.346174745
15.0,6284.0,-12.69,6.0,820,0.36961263850000003
16.0,6784.0,-7.14,6.5,820,0.42403954600000004
17.0,7284.0,-3.16,7.0,820,0.46307001300000006
18.0,7784.0,1.66,7.5,820,0.5103380660000001
19.0,8284.0,4.74,8.0,820,0.540542548
20.0,8784.0,8.13,8.5,820,0.5737870915000001
21.0,9284.0,4.27,9.0,820,0.5359334225000001
22.0,9784.0,6.54,9.5,820,0.5581945180000001
23.0,10284.0,7.24,10.0,820,0.5650591730000001
24.0,10784.0,9.25,10.5,820,0.5847705395
25.0,11284.0,12.53,11.0,820,0.6169363515
26.0,11784.0,14.52,11.5,820,0.6364515850000001
27.0,12284.0,19.55,12.0,820,0.6857790345000001
28.0,12784.0,18.06,12.5,820,0.6711671260000001
29.0,13284.0,22.83,13.0,820,0.7179448465
30.0,13784.0,26.4,13.5,820,0.7529545870000001
31.0,14284.0,30.67,14.0,820,0.7948289825000001
32.0,14784.0,31.91,14.5,820,0.8069892285
33.0,15284.0,35.04,15.0,820,0.8376840430000001
34.0,15784.0,36.36,15.5,820,0.850628821
35.0,16284.0,41.53,16.0,820,0.9013292015000001
36.0,16784.0,43.86,16.5,820,0.924178696
37.0,17284.0,44.8,17.0,820,0.9333969470000001
38.0,17784.0,46.62,17.5,820,0.95124505
39.0,18284.0,43.75,18.0,820,0.9230999645
40.0,18784.0,46.79,18.5,820,0.9529121805
41.0,19284.0,51.12,19.0,820,0.995374975
42.0,19784.0,53.25,19.5,820,1.0162631395
43.0,20284.0,53.91,20.0,820,1.0227355285000002
44.0,20784.0,57.48,20.5,820,1.057745269
45.0,21284.0,59.59,21.0,820,1.0784373005
46.0,21784.0,63.07,21.5,820,1.1125644425
47.0,22284.0,65.09,22.0,820,1.1323738755000001
48.0,22784.0,66.04,22.5,820,1.141690193
49.0,23284.0,67.41,23.0,820,1.1551253035
50.0,23784.0,68.34,23.5,820,1.1642454880000002
51.0,24284.0,70.79,24.0,820,1.1882717805
52.0,24784.0,71.99,24.5,820,1.2000397605
53.0,25284.0,73.46,25.0,820,1.214455536
54.0,25784.0,77.02,25.5,820,1.24936721
55.0,26284.0,80.42,26.0,820,1.28270982
56.0,26784.0,81.4,26.5,820,1.292320337
57.0,27284.0,83.76,27.0,820,1.315464031
58.0,27784.0,85.95,27.5,820,1.3369405945000001
59.0,28284.0,88.53,28.0,820,1.3622417515
60.0,28784.0,89.01,28.5,820,1.3669489435000002
61.0,29284.0,93.76,29.0,820,1.4135305310000001
62.0,29784.0,95.33,29.5,820,1.4289269715000001
63.0,30284.0,95.09,30.0,820,1.4265733755
64.0,30784.0,97.29,30.5,820,1.4481480055000002
65.0,31284.0,102.19,31.0,820,1.4962005905
66.0,31784.0,105.02,31.5,820,1.52395341
67.0,32284.0,105.89,32.0,820,1.5324851955
68.0,-32752.0,109.09,32.5,820,1.5638664755
69.0,-32252.0,109.74,33.0,820,1.570240798
70.0,-31752.0,112.68,33.5,820,1.599072349
71.0,-31252.0,115.74,34.0,820,1.629080698
72.0,-30752.0,118.04,34.5,820,1.6516359930000002
73.0,-30252.0,117.44,35.0,820,1.6457520030000001
74.0,-29752.0,123.04,35.5,820,1.700669243
75.0,-29252.0,124.11,36.0,820,1.7111623585
76.0,-28752.0,126.19,36.5,820,1.7315601905
77.0,-28252.0,128.87,37.0,820,1.7578420125
78.0,-27752.0,129.72,37.5,820,1.766177665
79.0,-27252.0,133.11,38.0,820,1.7994222085000002
80.0,-26752.0,136.59,38.5,820,1.8335493505
81.0,-26252.0,140.67,39.0,820,1.8735604824999998
82.0,-25752.0,143.76,39.5,820,1.903863031
83.0,-25252.0,147.78,40.0,820,1.943285764
84.0,-24752.0,150.36,40.5,820,1.9685869210000002
85.0,-24252.0,154.73,41.0,820,2.0114419815
86.0,-23752.0,159.09,41.5,820,2.0541989755000003
87.0,-23252.0,164.62,42.0,820,2.10842975
88.0,-22752.0,169.03,42.5,820,2.1516770765000004
89.0,-22252.0,174.08,43.0,820,2.2012006590000004
