-54.00000000,-451.00000000,604.00000000
-52.95572662,-447.05493164,607.01672363
-51.71903610,-442.47692871,610.49249268
-51.14098358,-440.37371826,612.07934570
-50.14806366,-436.79718018,614.76794434
-49.87503815,-435.83477783,615.48553467
-49.00610352,-432.80712891,617.73284912
-48.53432465,-431.17443848,618.94152832
-47.83066559,-428.75970459,620.72320557
-47.69931030,-428.32263184,621.04168701
-47.05514526,-426.21316528,622.56848145
-46.63436127,-424.84210205,623.55871582
-45.87590408,-422.38140869,625.33264160
-45.64658356,-421.64328003,625.86297607
-44.97816086,-419.51123047,627.38867188
-44.63454819,-418.42187500,628.16613770
-44.15759659,-416.92272949,629.23193359
-44.09239197,-416.72711182,629.36804199
-43.64019775,-415.40203857,630.27923584
-43.31780624,-414.46191406,630.92419434
-42.69536972,-412.65313721,632.16284180
-42.48424149,-412.04290771,632.57958984
-41.79299164,-410.05468750,633.93402100
-41.41161346,-408.96075439,634.67816162
-40.83162308,-407.30245972,635.80432129
-40.71586227,-406.97503662,636.02551270
-40.18539047,-405.49230957,637.02050781
-39.84646225,-404.54882813,637.65222168
-39.24717712,-402.88665771,638.76306152
-39.07243347,-402.40539551,639.08337402
-38.58440781,-401.07318115,639.96594238
-38.34084702,-400.41253662,640.40209961
-38.01700592,-399.54248047,640.97326660
-37.98298264,-399.45742798,641.02667236
-37.63288116,-398.49810791,641.66613770
-37.36680984,-397.76092529,642.16076660
-36.83001709,-396.26287842,643.17010498
-36.63597870,-395.71600342,643.54064941
-35.96541214,-393.81152344,644.83666992
-35.58468246,-392.72592163,645.57708740
-34.98614883,-391.01177979,646.74908447
-34.85384750,-390.62811279,647.01324463
-34.18328094,-388.66186523,648.37493896
-33.74081039,-387.36016846,649.27795410
-32.93647385,-384.98748779,650.92639160
-32.68951416,-384.25543213,651.43627930
-31.95721054,-382.07305908,652.96057129
-31.57648087,-380.93457031,653.75720215
-31.03968620,-379.32183838,654.88836670
-30.96030807,-379.07800293,655.06134033
-30.42351151,-377.39324951,656.26904297
-30.04277992,-376.19299316,657.13128662
-29.31047440,-373.87689209,658.79772949
-29.06351662,-373.09191895,659.36389160
-28.25918198,-370.52374268,661.22003174
-27.81671143,-369.10739136,662.24493408
-27.14614677,-366.95446777,663.80499268
-27.01384544,-366.52545166,664.11730957
-26.41530991,-364.56286621,665.55322266
-26.03458023,-363.30969238,666.47167969
-25.36401367,-361.09503174,668.09735107
-25.16997528,-360.44989014,668.57226563
-24.63317871,-358.65048218,669.90185547
-24.36710739,-357.75326538,670.56646729
-24.01700211,-356.56192017,671.45245361
-23.98298264,-356.43798828,671.54724121
-23.59086227,-355.14682007,672.53833008
-23.28877640,-354.16406250,673.29302979
-22.67395020,-352.17932129,674.81762695
-22.44903946,-351.46090698,675.36975098
-21.66442680,-348.97537231,677.28051758
-21.21681213,-347.56335449,678.36627197
-20.50937462,-345.34210205,680.07446289
-20.35061455,-344.85025024,680.45288086
-19.53513336,-342.35311890,682.37524414
-18.99490929,-340.70462036,683.64447021
-18.00964165,-337.70672607,685.95300293
-17.70535088,-336.78558350,686.66247559
-16.79725838,-334.05197144,688.76837158
-16.32318306,-332.63000488,689.86401367
-15.65102577,-330.62377930,691.41015625
-15.54896736,-330.32611084,691.63977051
-14.84079456,-328.30633545,693.19940186
-14.33584976,-326.87280273,694.30651855
-13.36087227,-324.11413574,696.43750000
-13.03012180,-323.18307495,697.15692139
-11.94709969,-320.14849854,699.50207520
-11.34954453,-318.47851563,700.79284668
-10.44071770,-315.94638062,702.75012207
-10.25927734,-315.44598389,703.13714600
-9.42762470,-313.17819214,704.89190674
-8.89622021,-311.73474121,706.00903320
-7.95652294,-309.19104004,707.97796631
-7.68247318,-308.45419312,708.54852295
-6.91697073,-306.41296387,710.12963867
-6.53487587,-305.40020752,710.91430664
-6.02672863,-304.06555176,711.94885254
-5.97326899,-303.93432617,712.05096436
-5.43360853,-302.44213867,713.15380859
-5.02450228,-301.29431152,713.99700928
-4.20047522,-298.96044922,715.70495605
-3.90327263,-298.10781860,716.32568359
-2.87803984,-295.13644409,718.47985840
-2.29647112,-293.44219971,719.70568848
-1.38314176,-290.76602173,721.63745117
-1.18185687,-290.16641235,722.06738281
-0.16434145,-287.09085083,724.26025391
0.50652963,-285.05426025,725.70983887
1.72525120,-281.34118652,728.34899902
2.09899855,-280.19512939,729.16149902
3.20581651,-276.77725220,731.57812500
3.78077006,-274.99368286,732.83703613
4.59046459,-272.46633911,734.61657715
4.70953465,-272.08361816,734.88305664
5.51022530,-269.43472290,736.70770264
6.07746124,-267.54696655,738.00518799
7.16755772,-263.90335083,740.50549316
7.53469086,-262.66799927,741.35107422
8.72897339,-258.62496948,744.11242676
9.38551140,-256.39489746,745.63366699
10.37969112,-253.00428772,747.94323730
10.57530594,-252.32814026,748.40155029
11.45758152,-249.23272705,750.48852539
12.01820374,-247.25567627,751.81903076
13.00466537,-243.76089478,754.16711426
13.28958225,-242.74240112,754.84924316
14.07594109,-239.90002441,756.74554443
14.46504402,-238.48217773,757.68878174
14.97569847,-236.59835815,758.93664551
15.02429771,-236.40155029,759.06298828
15.46142197,-234.51773071,760.22155762
15.78749847,-233.09988403,761.08831787
16.43729973,-230.25749207,762.81872559
16.66819382,-229.23901367,763.43530273
17.45507431,-225.74423218,765.54101563
17.89864731,-223.76718140,766.72949219
18.59034348,-220.67178345,768.58508301
18.73965454,-219.99563599,768.98718262
19.48022842,-216.60504150,770.98870850
19.96569443,-214.37496948,772.30224609
20.84334564,-210.33197021,774.67913818
21.11015129,-209.09660339,775.40289307
21.89262009,-205.45297241,777.52966309
22.29650307,-203.56521606,778.62878418
22.86030960,-200.91632080,780.16571045
22.93968964,-200.53359985,780.38403320
23.44947243,-198.00625610,781.79943848
23.80704880,-196.22268677,782.79437256
24.48918915,-192.80480957,784.69537354
24.71630478,-191.65875244,785.32983398
25.44732285,-187.94567871,787.37683105
25.84679413,-185.90908813,788.49682617
26.44735146,-182.83352661,790.18334961
26.56264114,-182.23391724,790.50891113
27.06801605,-179.55773926,791.94531250
27.38590240,-177.86347961,792.85095215
27.94015503,-174.89210510,794.43328857
28.09733963,-174.03948975,794.88397217
28.52112961,-171.70562744,796.10589600
28.72719193,-170.55780029,796.70257568
28.99027634,-169.06558228,797.46954346
29.00971603,-168.93435669,797.53027344
29.19927216,-167.57870483,798.15020752
29.34230804,-166.54794312,798.62084961
29.62953949,-164.46769714,799.56964111
29.73270226,-163.71539307,799.91223145
30.08736801,-161.11466980,801.09539795
